quarter,kind,registrant,client,income_trail4_or_firstq,filing_uuid,lda_public_url
2022-Q2,term,DENTONS US LLP,Booking.com B.V.,120000,b85d23c2-2541-4f0e-8812-9d6488753b78,https://lda.senate.gov/filings/public/filing/b85d23c2-2541-4f0e-8812-9d6488753b78/print/
2022-Q2,term,OWEN EVANS INGOLS,CITY OF SAN FRANCISCO (WATER AND POWER DIVISION),120000,be59006b-f47f-41e7-9f3e-d38c23f18c06,https://lda.senate.gov/filings/public/filing/be59006b-f47f-41e7-9f3e-d38c23f18c06/print/
2022-Q2,term,SQUIRE PATTON BOGGS,"Discovery Communications, LLC",120000,46410bc6-a320-49a7-aa5c-7fcbc71a654f,https://lda.senate.gov/filings/public/filing/46410bc6-a320-49a7-aa5c-7fcbc71a654f/print/
2022-Q2,term,"FRANKLIN SQUARE GROUP, LLC",FINANCIAL INNOVATION NOW,120000,9f0cdbeb-e89f-47d6-9eeb-4dbcbacc5eb7,https://lda.senate.gov/filings/public/filing/9f0cdbeb-e89f-47d6-9eeb-4dbcbacc5eb7/print/
2022-Q2,term,S-3 GROUP,"GEA MECHANICAL EQUIPMENT US, INC.",120000,d486a324-b982-40f4-9537-f55cc0b01995,https://lda.senate.gov/filings/public/filing/d486a324-b982-40f4-9537-f55cc0b01995/print/
2022-Q2,term,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Health Care Alliance for Patient Safety,120000,9d43e0d0-17dc-4a56-82f2-55b746edff5b,https://lda.senate.gov/filings/public/filing/9d43e0d0-17dc-4a56-82f2-55b746edff5b/print/
2022-Q2,term,THOMPSON COBURN LLP,LIGER INVESTMENTS LIMITED,120000,46c5ec72-3e20-417f-9b6e-2c2a7cbd29b6,https://lda.senate.gov/filings/public/filing/46c5ec72-3e20-417f-9b6e-2c2a7cbd29b6/print/
2022-Q2,term,MAYNARD NEXSEN PC,"Quantum Research International, Inc.",120000,b8b86f40-da48-40cc-87ab-58dc18a2c4c3,https://lda.senate.gov/filings/public/filing/b8b86f40-da48-40cc-87ab-58dc18a2c4c3/print/
2022-Q3,hire,AKIN GUMP STRAUSS HAUER & FELD,"PARTNERSHIP TO ADDRESS GLOBAL EMISSIONS, INC.",270000,40bdfe93-5f88-4cf0-86ef-3113d0710b0a,https://lda.senate.gov/filings/public/filing/40bdfe93-5f88-4cf0-86ef-3113d0710b0a/print/
2022-Q3,hire,"K&L GATES, LLP",GREENFIELD EXPORTS LLC,180000,15deddf4-562c-4e49-a0a9-28af296f3a5a,https://lda.senate.gov/filings/public/filing/15deddf4-562c-4e49-a0a9-28af296f3a5a/print/
2022-Q3,hire,DGA GROUP GOVERNMENT RELATIONS LLC,Small UAV Coalition,170000,1c186942-dc5c-474d-9561-e1070cd7599b,https://lda.senate.gov/filings/public/filing/1c186942-dc5c-474d-9561-e1070cd7599b/print/
2022-Q3,hire,NELSON MULLINS RILEY & SCARBOROUGH,The Federation of Bangladesh Chambers of Commerce and Industry,140000,8779039c-e53d-499e-b345-554d280f3e8d,https://lda.senate.gov/filings/public/filing/8779039c-e53d-499e-b345-554d280f3e8d/print/
2022-Q3,hire,AKIN GUMP STRAUSS HAUER & FELD,Coalition for 1099-K Fairness,120000,52f5c3d3-a1fb-4ae2-a387-6cccfcc081af,https://lda.senate.gov/filings/public/filing/52f5c3d3-a1fb-4ae2-a387-6cccfcc081af/print/
2022-Q3,hire,"ML STRATEGIES, LLC","MINTZ (ON BEHALF OF FULGENT GENETICS, INC.)",100000,087801f0-46c8-460f-953c-6bab78b0d938,https://lda.senate.gov/filings/public/filing/087801f0-46c8-460f-953c-6bab78b0d938/print/
2022-Q3,hire,"FORETHOUGHT ADVISORS, LLC",NORTHWEST SIDE COMMUNITY DEVELOPMENT CORPORATION,100000,feb7d4ab-ecb8-4c33-ab64-3ec6e2125dca,https://lda.senate.gov/filings/public/filing/feb7d4ab-ecb8-4c33-ab64-3ec6e2125dca/print/
2022-Q3,hire,ARNOLD & PORTER KAYE SCHOLER LLP,PERRIGO COMPANY PLC,100000,56cb1ff3-a0f1-4f29-a990-32014cc1df56,https://lda.senate.gov/filings/public/filing/56cb1ff3-a0f1-4f29-a990-32014cc1df56/print/
2022-Q3,hire,FTI GOVERNMENT AFFAIRS,THE A2 MILK COMPANY,100000,0ffa221b-b91c-4549-9e2a-47cc4b076d10,https://lda.senate.gov/filings/public/filing/0ffa221b-b91c-4549-9e2a-47cc4b076d10/print/
2022-Q3,hire,DENTONS US LLP,BULLISH US LLC,90000,9f7682f6-20ca-4ea2-96e6-75526da99323,https://lda.senate.gov/filings/public/filing/9f7682f6-20ca-4ea2-96e6-75526da99323/print/
2022-Q3,hire,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)","LIV GOLF, INC",90000,d31210f1-b5b3-405b-a70e-3b27c035c11d,https://lda.senate.gov/filings/public/filing/d31210f1-b5b3-405b-a70e-3b27c035c11d/print/
2022-Q3,hire,"WILLIAMS AND JENSEN, PLLC",Bayer Corporation,80000,10075366-f475-4d34-ab78-72ed34c44d69,https://lda.senate.gov/filings/public/filing/10075366-f475-4d34-ab78-72ed34c44d69/print/
2022-Q3,hire,HOLLAND & KNIGHT LLP,CREDO SEMICONDUCTOR INC.,80000,57731238-a064-4c34-8263-0bd026499cab,https://lda.senate.gov/filings/public/filing/57731238-a064-4c34-8263-0bd026499cab/print/
2022-Q3,hire,CROWELL & MORING LLP,Doctors Hospital at Renaissance,80000,c20decb8-f355-4130-969d-4e0cccda4037,https://lda.senate.gov/filings/public/filing/c20decb8-f355-4130-969d-4e0cccda4037/print/
2022-Q3,hire,THE DUBERSTEIN GROUP INC.,Exact Sciences,80000,39ad3e72-4f4b-4635-b039-365a87ee43de,https://lda.senate.gov/filings/public/filing/39ad3e72-4f4b-4635-b039-365a87ee43de/print/
2022-Q3,hire,BALLARD PARTNERS,FirstDay Foundation (formerly known as BCFS),80000,1d81cc09-b5e0-4b83-a453-7792e9966f43,https://lda.senate.gov/filings/public/filing/1d81cc09-b5e0-4b83-a453-7792e9966f43/print/
2022-Q3,hire,DGA GROUP GOVERNMENT RELATIONS LLC,Infosys Limited,80000,53b3cc8b-716f-4266-9bc1-dfacb8266b0a,https://lda.senate.gov/filings/public/filing/53b3cc8b-716f-4266-9bc1-dfacb8266b0a/print/
2022-Q3,hire,INVARIANT LLC,"MULTI SERVICE TECHNOLOGY SOLUTIONS, INC. (D/B/A TREVIPAY)",80000,d6debf7a-022a-4cb3-9f71-1958852c8f5a,https://lda.senate.gov/filings/public/filing/d6debf7a-022a-4cb3-9f71-1958852c8f5a/print/
2022-Q3,hire,"VNF SOLUTIONS, LLC","The Williams Companies, Inc.",80000,7ba285ef-0549-4bb2-bdf1-54d4df7ee5a5,https://lda.senate.gov/filings/public/filing/7ba285ef-0549-4bb2-bdf1-54d4df7ee5a5/print/
2022-Q3,hire,BEN BARNES GROUP LP,VIRON THERAPEUTICS,75000,fb374af4-ab18-43ee-bf74-ec9ee38c82a1,https://lda.senate.gov/filings/public/filing/fb374af4-ab18-43ee-bf74-ec9ee38c82a1/print/
2022-Q3,hire,"SANDLER, TRAVIS & ROSENBERG, P.A.",CABINETWORKS GROUP,70000,73b6679f-249b-4809-8538-7926e4e6f4e5,https://lda.senate.gov/filings/public/filing/73b6679f-249b-4809-8538-7926e4e6f4e5/print/
2022-Q3,hire,MONUMENT ADVOCACY,IPROOV INC.,70000,4d4f774e-4aca-4e79-add2-d76fc6950b10,https://lda.senate.gov/filings/public/filing/4d4f774e-4aca-4e79-add2-d76fc6950b10/print/
2022-Q3,hire,"LSN PARTNERS, LLC",LIFEWALLET,70000,42c44595-de92-4b4c-896f-8a5f921a9c90,https://lda.senate.gov/filings/public/filing/42c44595-de92-4b4c-896f-8a5f921a9c90/print/
2022-Q3,hire,"ALPINE GROUP PARTNERS, LLC.","MINDBLOOM, INC.",70000,784ca001-232e-4e6a-8f22-bb11379ab727,https://lda.senate.gov/filings/public/filing/784ca001-232e-4e6a-8f22-bb11379ab727/print/
2022-Q3,hire,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),"Nuro, Inc.",70000,12c2b5c4-e543-4d14-80a6-8179ce9ee55a,https://lda.senate.gov/filings/public/filing/12c2b5c4-e543-4d14-80a6-8179ce9ee55a/print/
2022-Q3,hire,"HARBINGER STRATEGIES, LLC","SESAC Rights Management, Inc.",70000,79bc442b-0f31-4f56-ae5e-e8b95821ebad,https://lda.senate.gov/filings/public/filing/79bc442b-0f31-4f56-ae5e-e8b95821ebad/print/
2022-Q3,hire,KING & SPALDING LLP,ACADIA HEALTHCARE INC.,60000,5d0db7b1-d094-41c1-ba70-a0be662304c6,https://lda.senate.gov/filings/public/filing/5d0db7b1-d094-41c1-ba70-a0be662304c6/print/
2022-Q3,hire,"FORETHOUGHT ADVISORS, LLC","AUDIBLE, INC.",60000,f5a35022-9722-4c85-bdba-52577f768e3b,https://lda.senate.gov/filings/public/filing/f5a35022-9722-4c85-bdba-52577f768e3b/print/
2022-Q3,hire,CAPITOL COUNSEL LLC,Advanced Medical Technology Association (AdvaMed),60000,21b0fd73-d0e2-4a66-9d1f-d84f2eaae540,https://lda.senate.gov/filings/public/filing/21b0fd73-d0e2-4a66-9d1f-d84f2eaae540/print/
2022-Q3,hire,ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),"Anheuser-Busch Companies, Inc.",60000,bcab4619-bc20-41cc-9bfa-c92d2d3e6402,https://lda.senate.gov/filings/public/filing/bcab4619-bc20-41cc-9bfa-c92d2d3e6402/print/
2022-Q3,term,SIDLEY AUSTIN LLP,"Hikvision USA, Inc.",1575000,974140c9-bc92-4baf-a7b0-92c3c00bb14c,https://lda.senate.gov/filings/public/filing/974140c9-bc92-4baf-a7b0-92c3c00bb14c/print/
2022-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",LIGHTSTONE INVESTMENTS LLC,630000,25a871d3-a91a-479b-9b66-a77008c6f7d7,https://lda.senate.gov/filings/public/filing/25a871d3-a91a-479b-9b66-a77008c6f7d7/print/
2022-Q3,term,STATE FEDERAL STRATEGIES,Strata Clean Energy,515000,df26fa90-ed06-449f-8593-318f02ae0517,https://lda.senate.gov/filings/public/filing/df26fa90-ed06-449f-8593-318f02ae0517/print/
2022-Q3,term,MCLARTY INBOUND LLC,WILMER CUTLER PICKERING HALE AND DORR (ON BEHALF OF GLENCORE INTERNATIONAL AG),420000,75c5ca43-29ff-487c-b97c-2551e4b8093f,https://lda.senate.gov/filings/public/filing/75c5ca43-29ff-487c-b97c-2551e4b8093f/print/
2022-Q3,term,"KOUNTOUPES DENHAM CARR & REID, LLC",Hess Corporation,400000,acb8737f-1086-4ed9-ac84-29430c6b1587,https://lda.senate.gov/filings/public/filing/acb8737f-1086-4ed9-ac84-29430c6b1587/print/
2022-Q3,term,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),GRUBHUB HOLDINGS INC.,310000,ff29d339-36f3-43a6-9e74-596681ffde42,https://lda.senate.gov/filings/public/filing/ff29d339-36f3-43a6-9e74-596681ffde42/print/
2022-Q3,term,"THE ELEVATION ASSOCIATION, LLC","Hikvision USA, Inc.",300000,92095f64-e06b-4dae-b5ce-a896f2c2bb0f,https://lda.senate.gov/filings/public/filing/92095f64-e06b-4dae-b5ce-a896f2c2bb0f/print/
2022-Q3,term,SQUIRE PATTON BOGGS,PMI Global Services Inc.,300000,20b08bd8-a5f0-4fa9-92ac-ea29583cd481,https://lda.senate.gov/filings/public/filing/20b08bd8-a5f0-4fa9-92ac-ea29583cd481/print/
2022-Q3,term,INVARIANT LLC,"ID.me, Inc.",270000,17cfbd1c-b652-4985-8a2a-2a060c046976,https://lda.senate.gov/filings/public/filing/17cfbd1c-b652-4985-8a2a-2a060c046976/print/
2022-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Moody's Corporation,270000,a83ca6db-b9d9-4877-944f-b69cb955d400,https://lda.senate.gov/filings/public/filing/a83ca6db-b9d9-4877-944f-b69cb955d400/print/
2022-Q3,term,SQUIRE PATTON BOGGS,Ligado Networks,260000,34226c89-8219-4d9a-a8b6-deccadd56a34,https://lda.senate.gov/filings/public/filing/34226c89-8219-4d9a-a8b6-deccadd56a34/print/
2022-Q3,term,HOLLAND & KNIGHT LLP,CNX Resources Corporation,240000,e9e71a1b-9f5b-4640-8894-bb22ba3d5305,https://lda.senate.gov/filings/public/filing/e9e71a1b-9f5b-4640-8894-bb22ba3d5305/print/
2022-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",GLOBAL BANANA SUSTAINABILITY ALLIANCE,240000,c18ad753-70a6-4394-b7dd-0323cb292839,https://lda.senate.gov/filings/public/filing/c18ad753-70a6-4394-b7dd-0323cb292839/print/
2022-Q3,term,TODD STRATEGY GROUP,Synthetic Biology Coalition,240000,dba39b60-ca6f-447e-a7f8-db4a789ce526,https://lda.senate.gov/filings/public/filing/dba39b60-ca6f-447e-a7f8-db4a789ce526/print/
2022-Q3,term,STEPTOE LLP,Zulily LLC,240000,5598ebf8-4c03-46ef-87f6-a73ff3bef335,https://lda.senate.gov/filings/public/filing/5598ebf8-4c03-46ef-87f6-a73ff3bef335/print/
2022-Q3,term,"PLATINUM ADVISORS DC, LLC",K&L Gates,235000,4ca7eed1-6cdd-4858-bb88-80635ffda8fc,https://lda.senate.gov/filings/public/filing/4ca7eed1-6cdd-4858-bb88-80635ffda8fc/print/
2022-Q3,term,CAPITOL COUNSEL LLC,"Blue Origin, LLC",230000,752cb3b4-ba7b-4c6a-a650-14bedf6f5478,https://lda.senate.gov/filings/public/filing/752cb3b4-ba7b-4c6a-a650-14bedf6f5478/print/
2022-Q3,term,DLA PIPER LLP (US),MARK FOODS LLC,230000,876d7b24-e7f1-43a2-8ad1-fb1e7cb90b78,https://lda.senate.gov/filings/public/filing/876d7b24-e7f1-43a2-8ad1-fb1e7cb90b78/print/
2022-Q3,term,"GREENBERG TRAURIG, LLP",CenterPoint Energy,210000,39be17f4-1975-47ee-bc6c-ed81efc445a8,https://lda.senate.gov/filings/public/filing/39be17f4-1975-47ee-bc6c-ed81efc445a8/print/
2022-Q3,term,AVENUE SOLUTIONS,Gainwell Technologies (fka Health Management Systems),210000,057239ae-274e-400c-85fc-01aecb86c934,https://lda.senate.gov/filings/public/filing/057239ae-274e-400c-85fc-01aecb86c934/print/
2022-Q3,term,RICCHETTI INCORPORATED,"Pardes Biosciences, Inc.",190000,deb22d4f-057a-49ad-b3e7-723d3b607948,https://lda.senate.gov/filings/public/filing/deb22d4f-057a-49ad-b3e7-723d3b607948/print/
2022-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",APOLLO MANAGEMENT LP,180000,33a53795-4513-4a7a-8388-5159c5dd1505,https://lda.senate.gov/filings/public/filing/33a53795-4513-4a7a-8388-5159c5dd1505/print/
2022-Q3,term,BRYAN CAVE LEIGHTON PAISNER LLP,American Society of Transplantation,180000,9342f4d9-68df-431c-a5e6-b4e9fd961296,https://lda.senate.gov/filings/public/filing/9342f4d9-68df-431c-a5e6-b4e9fd961296/print/
2022-Q3,term,FIERCE GOVERNMENT RELATIONS,H&R Block,180000,958fc535-8951-4481-85d7-b2c90375d158,https://lda.senate.gov/filings/public/filing/958fc535-8951-4481-85d7-b2c90375d158/print/
2022-Q3,term,AVENUE SOLUTIONS,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",180000,39cd26d5-65ca-4579-bcb3-0812683838eb,https://lda.senate.gov/filings/public/filing/39cd26d5-65ca-4579-bcb3-0812683838eb/print/
2022-Q3,term,SALT POINT STRATEGIES,"RAKUTEN USA, INC.",180000,aa266e7a-3bf5-4cca-9fa2-57e2ede0726f,https://lda.senate.gov/filings/public/filing/aa266e7a-3bf5-4cca-9fa2-57e2ede0726f/print/
2022-Q3,term,FORBES-TATE,Standard Industries,180000,3cbd337f-0662-4f17-a1bb-30ad960281df,https://lda.senate.gov/filings/public/filing/3cbd337f-0662-4f17-a1bb-30ad960281df/print/
2022-Q3,term,"PLAYMAKER STRATEGIES, LLC",The Coalition for Renewable Natural Gas,180000,28681438-1993-45d4-ae93-cdaca9a4d61e,https://lda.senate.gov/filings/public/filing/28681438-1993-45d4-ae93-cdaca9a4d61e/print/
2022-Q3,term,"PORTERFIELD, FETTIG & SEARS, LLC",VANGUARD,180000,1f3b76a4-8e53-4f99-8002-51acfa581524,https://lda.senate.gov/filings/public/filing/1f3b76a4-8e53-4f99-8002-51acfa581524/print/
2022-Q3,term,"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)","Wayne Farms, LLC",180000,1b5fd628-d516-4acf-8ad6-6a430d1fc2be,https://lda.senate.gov/filings/public/filing/1b5fd628-d516-4acf-8ad6-6a430d1fc2be/print/
2022-Q4,hire,SQUIRE PATTON BOGGS,WAU HOLLAND STIFTUNG,600000,565a07ef-dadf-4c81-9d93-cc6e0b95053a,https://lda.senate.gov/filings/public/filing/565a07ef-dadf-4c81-9d93-cc6e0b95053a/print/
2022-Q4,hire,THE MADISON GROUP,COMMUNITY NEWS MEDIA LLC (ON BEHALF OF STANDARD GENERAL),300000,e3ad66ae-72db-4f7a-bd6e-3345b53657b7,https://lda.senate.gov/filings/public/filing/e3ad66ae-72db-4f7a-bd6e-3345b53657b7/print/
2022-Q4,hire,"ROBERTI GLOBAL (F/K/A ROBERTI WHITE, LLC)",MARE FINANCE INVESTMENT HOLDINGS,300000,a65badb5-745b-4b05-9c14-30048d09b758,https://lda.senate.gov/filings/public/filing/a65badb5-745b-4b05-9c14-30048d09b758/print/
2022-Q4,hire,DGA GROUP GOVERNMENT RELATIONS LLC,"Illumina, Inc.",150000,6b85a2ff-3866-4e6c-9206-73384355ecd6,https://lda.senate.gov/filings/public/filing/6b85a2ff-3866-4e6c-9206-73384355ecd6/print/
2022-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Cresco Labs,130000,aaed9b90-5a28-4fed-81b2-91a1d64af827,https://lda.senate.gov/filings/public/filing/aaed9b90-5a28-4fed-81b2-91a1d64af827/print/
2022-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Curaleaf Inc.,130000,8a726964-5cf6-4bd9-8483-1ab255b47e26,https://lda.senate.gov/filings/public/filing/8a726964-5cf6-4bd9-8483-1ab255b47e26/print/
2022-Q4,hire,AKIN GUMP STRAUSS HAUER & FELD,NORTH AMERICAN PRODUCE COALITION,130000,8cb80588-aeb5-472f-9d72-f73e33cbea6c,https://lda.senate.gov/filings/public/filing/8cb80588-aeb5-472f-9d72-f73e33cbea6c/print/
2022-Q4,hire,HOGAN LOVELLS US LLP,CNX Resources Corporation,120000,8e7ceda5-ccef-48af-93bb-e337d65222a0,https://lda.senate.gov/filings/public/filing/8e7ceda5-ccef-48af-93bb-e337d65222a0/print/
2022-Q4,hire,ALSTON & BIRD LLP,FUTURE OF PHARMACY COALITION LLC,120000,e0a1c1b1-48f2-4a17-8ae0-6a34f26efbc7,https://lda.senate.gov/filings/public/filing/e0a1c1b1-48f2-4a17-8ae0-6a34f26efbc7/print/
2022-Q4,hire,AKIN GUMP STRAUSS HAUER & FELD,GUJARAT FLUOROCHEMICALS GMBH,120000,fe488d94-5e04-45cc-84b4-b4c34750db89,https://lda.senate.gov/filings/public/filing/fe488d94-5e04-45cc-84b4-b4c34750db89/print/
2022-Q4,hire,KING & SPALDING LLP,Puerto Rico Fiscal Agency and Financial Advisory Authority (AAFAF),120000,ad2ee14b-cc02-46e2-8c15-3a55ef681e62,https://lda.senate.gov/filings/public/filing/ad2ee14b-cc02-46e2-8c15-3a55ef681e62/print/
2022-Q4,hire,"EMCA, INC.","AG CONSULTING GROUP, L.L.C.",100000,5dff9d93-d95a-4c8b-b0aa-37df5b1aaf8d,https://lda.senate.gov/filings/public/filing/5dff9d93-d95a-4c8b-b0aa-37df5b1aaf8d/print/
2022-Q4,hire,BGR GOVERNMENT AFFAIRS,CLEARY GOTTLIEB STEEN & HAMILTON LLP ON BEHALF OF VENEZUELA CREDITOR COMMITTEE,100000,a50fcf20-b771-4b50-9ccb-4405f9c0128a,https://lda.senate.gov/filings/public/filing/a50fcf20-b771-4b50-9ccb-4405f9c0128a/print/
2022-Q4,hire,AKIN GUMP STRAUSS HAUER & FELD,SES AI CORPORATION,100000,a8ab21b1-edeb-4d09-aed1-5cbc36c66287,https://lda.senate.gov/filings/public/filing/a8ab21b1-edeb-4d09-aed1-5cbc36c66287/print/
2022-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Woodside Energy,100000,3deee374-34c4-4ddf-aee4-4824084c0753,https://lda.senate.gov/filings/public/filing/3deee374-34c4-4ddf-aee4-4824084c0753/print/
2022-Q4,hire,"CATALYST GLOBAL STRATEGIES, LLC",EQUITY GROUP HOLDINGS,94000,6222b12c-9259-4c0b-a213-c29244ea37bf,https://lda.senate.gov/filings/public/filing/6222b12c-9259-4c0b-a213-c29244ea37bf/print/
2022-Q4,hire,"ERVIN GRAVES STRATEGY GROUP, LLC",Arizona Chamber of Commerce and Industry,90000,f18c0e69-9a2f-41be-8b1d-3f40c196e423,https://lda.senate.gov/filings/public/filing/f18c0e69-9a2f-41be-8b1d-3f40c196e423/print/
2022-Q4,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Conservation International Foundation,90000,46de37c1-5149-4680-a4dc-6055fc7b717d,https://lda.senate.gov/filings/public/filing/46de37c1-5149-4680-a4dc-6055fc7b717d/print/
2022-Q4,hire,BGR GOVERNMENT AFFAIRS,GRUBHUB HOLDINGS INC.,90000,9b226f08-300c-43c3-96a2-75374dd1b4c4,https://lda.senate.gov/filings/public/filing/9b226f08-300c-43c3-96a2-75374dd1b4c4/print/
2022-Q4,hire,BGR GOVERNMENT AFFAIRS,NATIONAL SCHOOL BOARDS ASSOCIATION,90000,11f1c633-dc32-4601-9670-b7e9b36e09ae,https://lda.senate.gov/filings/public/filing/11f1c633-dc32-4601-9670-b7e9b36e09ae/print/
2022-Q4,hire,TIBER CREEK GROUP,NVIDIA Corporation,90000,505ca99a-add0-43eb-9f20-8cf3eeefcb1b,https://lda.senate.gov/filings/public/filing/505ca99a-add0-43eb-9f20-8cf3eeefcb1b/print/
2022-Q4,hire,RUSHMORE STRATEGIC ADVISORS LLC,PINK MEDIA GROUP DOO BEOGRAD,90000,e7acec67-6fba-4d57-8170-2721864208ac,https://lda.senate.gov/filings/public/filing/e7acec67-6fba-4d57-8170-2721864208ac/print/
2022-Q4,hire,"CAPITOL TAX PARTNERS, LLP","Breakthrough Energy, LLC",80000,18db52a6-ba93-40be-b4d4-f38f7a94d91b,https://lda.senate.gov/filings/public/filing/18db52a6-ba93-40be-b4d4-f38f7a94d91b/print/
2022-Q4,hire,BRACEWELL LLP,CESSATION THERAPEUTICS,80000,99e69ff0-2187-4e01-a158-cdf2396bb83b,https://lda.senate.gov/filings/public/filing/99e69ff0-2187-4e01-a158-cdf2396bb83b/print/
2022-Q4,hire,"CASSIDY & ASSOCIATES, INC.",Fortescue Future Industries,80000,221d1b53-7e24-40eb-8b1e-d4e039358f6b,https://lda.senate.gov/filings/public/filing/221d1b53-7e24-40eb-8b1e-d4e039358f6b/print/
2022-Q4,hire,BGR GOVERNMENT AFFAIRS,GLOBAL RISK ADVISORS,80000,5d12ae77-3680-44c3-adaf-a13ea1851781,https://lda.senate.gov/filings/public/filing/5d12ae77-3680-44c3-adaf-a13ea1851781/print/
2022-Q4,hire,"ML STRATEGIES, LLC",IQE PLC,80000,9d962fc9-627e-4472-96c4-e0436e269963,https://lda.senate.gov/filings/public/filing/9d962fc9-627e-4472-96c4-e0436e269963/print/
2022-Q4,hire,AKIN GUMP STRAUSS HAUER & FELD,NIACET CORPORATION,80000,c72393fb-017a-4d82-9cd4-2d2cc2c7507a,https://lda.senate.gov/filings/public/filing/c72393fb-017a-4d82-9cd4-2d2cc2c7507a/print/
2022-Q4,hire,ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),Tesla Inc.,80000,02ce8e70-2fbb-437e-8f4a-e4253671fe01,https://lda.senate.gov/filings/public/filing/02ce8e70-2fbb-437e-8f4a-e4253671fe01/print/
2022-Q4,hire,"CROSSROADS STRATEGIES, LLC",Tzedek Association,80000,1cab8a57-0b36-4d9f-8bd6-898e78dff899,https://lda.senate.gov/filings/public/filing/1cab8a57-0b36-4d9f-8bd6-898e78dff899/print/
2022-Q4,term,SQUIRE PATTON BOGGS,Huawei Technologies USA Inc.,760000,aa5a8ab1-289c-46f5-ac1e-e0e9e18dcf59,https://lda.senate.gov/filings/public/filing/aa5a8ab1-289c-46f5-ac1e-e0e9e18dcf59/print/
2022-Q4,term,HOLLAND & KNIGHT LLP,NINETWELVE INSTITUTE,750000,79f23e96-739d-43ce-af1b-7fbec40372c9,https://lda.senate.gov/filings/public/filing/79f23e96-739d-43ce-af1b-7fbec40372c9/print/
2022-Q4,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Alden Torch Financial LLC,680000,3d9c2e13-2439-4501-adba-933a35acee48,https://lda.senate.gov/filings/public/filing/3d9c2e13-2439-4501-adba-933a35acee48/print/
2022-Q4,term,HOGAN LOVELLS US LLP,"BAM Trading Services, Inc./Binance.US",680000,f47f4996-5fd1-4f26-a597-64cd91099b7d,https://lda.senate.gov/filings/public/filing/f47f4996-5fd1-4f26-a597-64cd91099b7d/print/
2022-Q4,term,INVARIANT LLC,"OTO ANALYTICS, INC",580000,7a526d9d-ca42-4aac-90ee-46aa066f170e,https://lda.senate.gov/filings/public/filing/7a526d9d-ca42-4aac-90ee-46aa066f170e/print/
2022-Q4,term,VENN STRATEGIES,FUTURE OF PHARMACY COALITION LLC,520000,5f94c548-2dec-4baf-b163-58312bf5d835,https://lda.senate.gov/filings/public/filing/5f94c548-2dec-4baf-b163-58312bf5d835/print/
2022-Q4,term,BRACEWELL LLP,McKinsey & Company,510000,7af0731a-7cf2-4cad-a6fb-38f667b3c9e5,https://lda.senate.gov/filings/public/filing/7af0731a-7cf2-4cad-a6fb-38f667b3c9e5/print/
2022-Q4,term,J.A. GREEN AND COMPANY (FORMERLY LLC),TANIUM,460000,eac68e60-d064-45ff-9762-b21403db3d08,https://lda.senate.gov/filings/public/filing/eac68e60-d064-45ff-9762-b21403db3d08/print/
2022-Q4,term,"MERCURY PUBLIC AFFAIRS, LLC","TUYA, INC.",420000,7745769b-c960-4f3d-a1d0-eb951d81d916,https://lda.senate.gov/filings/public/filing/7745769b-c960-4f3d-a1d0-eb951d81d916/print/
2022-Q4,term,AKIN GUMP STRAUSS HAUER & FELD,Synthetic Biology Coalition,400000,623497d1-7952-4b5f-94f4-4bbe26f76c8c,https://lda.senate.gov/filings/public/filing/623497d1-7952-4b5f-94f4-4bbe26f76c8c/print/
2022-Q4,term,"MCCARTER & ENGLISH, LLP","NORWEGIAN CRUISE LINE HOLDINGS, LTD.",375000,8ea5ef19-2ca6-4c3e-b5ac-163bdc9f8fa9,https://lda.senate.gov/filings/public/filing/8ea5ef19-2ca6-4c3e-b5ac-163bdc9f8fa9/print/
2022-Q4,term,"THEGROUP DC, LLC","ELEVATE CREDIT SERVICE, LLC",360000,c53bc638-e2a3-44fb-95f6-acff6516a5ce,https://lda.senate.gov/filings/public/filing/c53bc638-e2a3-44fb-95f6-acff6516a5ce/print/
2022-Q4,term,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)","Oracle America, Inc.",360000,29db090d-e5b2-436e-b822-8167821a68c0,https://lda.senate.gov/filings/public/filing/29db090d-e5b2-436e-b822-8167821a68c0/print/
