quarter,date,member_name,party,state,title,url,src_file,src_line
2026-Q1,2026-01-09,Richard Blumenthal,Democrat,CT,Senator Blumenthal: Week in Review 1/2/2026-1/9/2026,https://www.blumenthal.senate.gov/newsroom/press/release/senator-blumenthal-week-in-review-1/2/2026-1/9/2026,congress_press/2026-01.jsonl,1091
2026-Q1,2026-01-12,Richard J. Durbin,Democrat,IL,Durbin Warns Of Crypto Risks Ahead Of Senate Committee Markups,https://www.durbin.senate.gov/newsroom/press-releases/durbin-warns-of-crypto-risks-ahead-of-senate-committee-markups,congress_press/2026-01.jsonl,1286
2026-Q1,2026-01-14,Patty Murray,Democrat,WA,"Senator Murray Statement on Trump Axing Thousands of Grants to Treat and Prevent Addiction, Provide Mental Health Services",https://www.murray.senate.gov/senator-murray-statement-on-trump-axing-thousands-of-grants-to-treat-and-prevent-addiction-provide-mental-health-services/,congress_press/2026-01.jsonl,1772
2026-Q1,2026-01-14,Alex Padilla,Democrat,CA,Padilla Statement on Republicans Blocking Effort to Rein in Trump’s Unlawful Military Action in Venezuela,https://www.padilla.senate.gov/newsroom/press-releases/padilla-statement-on-republicans-blocking-effort-to-rein-in-trumps-unlawful-military-action-in-venezuela/,congress_press/2026-01.jsonl,1774
2026-Q1,2026-01-14,Jack Reed,Democrat,RI,"Reed Rips Trump for Eliminating Nearly $2B in Grants to Treat and Prevent Addiction, Provide Mental Health Services",https://www.reed.senate.gov/news/releases/reed-rips-trump-for-eliminating-nearly-2b-in-grants-to-treat-and-prevent-addiction-provide-mental-health-services,congress_press/2026-01.jsonl,1775
2026-Q1,2026-01-15,Nancy Mace,Republican,SC,"Rep. Nancy Mace Slams Attorney General Alan Wilson After Child Sex Offender Arrested, Released Same Day",https://mace.house.gov/media/press-releases/rep-nancy-mace-slams-attorney-general-alan-wilson-after-child-sex-offender,congress_press/2026-01.jsonl,1872
2026-Q1,2026-01-15,Cory A. Booker,Democrat,NJ,Booker Announces New Legislation to Strengthen Federal Law Enforcement Standards and Transparency After Fatal Shooting of Minneapolis Woman,https://www.booker.senate.gov/news/press/booker-announces-new-legislation-to-strengthen-federal-law-enforcement-standards-and-transparency-after-fatal-shooting-of-minneapolis-woman,congress_press/2026-01.jsonl,1950
2026-Q1,2026-01-15,Richard J. Durbin,Democrat,IL,Durbin Condemns Trump Admin’s Whitewashing Of January 6 In Senate Judiciary Committee Executive Meeting,https://www.durbin.senate.gov/newsroom/press-releases/durbin-condemns-trump-admins-whitewashing-of-january-6-in-senate-judiciary-committee-executive-meeting,congress_press/2026-01.jsonl,1984
2026-Q1,2026-01-15,Alex Padilla,Democrat,CA,"Padilla, Durbin, Klobuchar, Whitehouse Continue Pressing DOJ to Reject Taxpayer Payouts for January 6 Insurrectionists",https://www.padilla.senate.gov/newsroom/press-releases/padilla-durbin-klobuchar-whitehouse-continue-pressing-doj-to-reject-taxpayer-payouts-for-january-6-insurrectionists/,congress_press/2026-01.jsonl,2036
2026-Q1,2026-01-16,Pablo José Hernández,Democrat,PR,Declaración Oficial del Comisionado Residente Pablo José Hernández tras el indulto a la exgobernadora Wanda Vázquez,https://hernandez.house.gov/media/press-releases/declaracion-oficial-del-comisionado-residente-pablo-jose-hernandez-tras-el,congress_press/2026-01.jsonl,2105
2026-Q1,2026-01-20,Teresa Leger Fernandez,Democrat,NM,"One Year into Trump’s Costly, Corrupt, and Chaotic Presidency, Leger Fernández Recaps the Fight for New Mexicans",https://fernandez.house.gov/news/documentsingle.aspx?DocumentID=578,congress_press/2026-01.jsonl,2318
2026-Q1,2026-01-20,Jamie Raskin,Democrat,MD,"One-Year into Donald Trump’s Disastrous Second Term, Raskin Blasts Lawless President’s Reign of Chaos",https://raskin.house.gov/2026/1/one-year-into-donald-trump-s-disastrous-second-term-raskin-blasts-lawless-president-s-reign-of-chaos,congress_press/2026-01.jsonl,2353
2026-Q1,2026-01-23,Christopher H. Smith,Republican,NJ,The Washington Times Op-Ed by Rep. Smith'Protect pregnancy resource centers',https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=415265,congress_press/2026-01.jsonl,2933
2026-Q1,2026-01-23,Christopher H. Smith,Republican,NJ,‘Abortion injustice need not be forever’Rep. Chris Smith addresses thousands of marchers at 2026 March for Life,https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=415266,congress_press/2026-01.jsonl,2934
2026-Q1,2026-01-23,Daniel S. Goldman,Democrat,NY,"Goldman, Warren, Blumenthal Lead 27 Members of Congress in Calling for Investigation into Trump Administration’s Retreat from White-Collar C",https://goldman.house.gov/media/press-releases/goldman-warren-blumenthal-lead-27-members-congress-calling-investigation-trump,congress_press/2026-01.jsonl,2978
2026-Q1,2026-01-23,Joe Neguse,Democrat,CO,Rep. Neguse: “President Trump has engaged in a five-year effort to rewrite the history of January 6th”,https://neguse.house.gov/media/press-releases/rep-neguse-president-trump-has-engaged-five-year-effort-rewrite-history,congress_press/2026-01.jsonl,3033
2026-Q1,2026-01-27,"Earl L. ""Buddy"" Carter",Republican,GA,ICYMI: Carter holds Insurance CEOs' feet to fire during heated E&C hearing,https://buddycarter.house.gov/news/documentsingle.aspx?DocumentID=16293,congress_press/2026-01.jsonl,3259
2026-Q1,2026-01-27,Cindy Hyde-Smith,Republican,MS,Trafficking Survivors Relief Act Signed into Law as Survivor Advocate Announces Presidential Pardon,https://www.hydesmith.senate.gov/trafficking-survivors-relief-act-signed-law-survivor-advocate-announces-presidential-pardon,congress_press/2026-01.jsonl,3371
2026-Q1,2026-01-28,Mazie K. Hirono,Democrat,HI,"Hirono, Warren, Durbin Lead Colleagues in Pressing Deputy Attorney General Blanche on Conflicts of Interest Following Decision to Ease Prose",https://www.hirono.senate.gov/news/press-releases/hirono-warren-durbin-lead-colleagues-in-pressing-deputy-attorney-general-blanche-on-conflicts-of-interest-following-decision-to-ease-prosecution-of-cryptocurrency-related-crimes,congress_press/2026-01.jsonl,3512
2026-Q1,2026-02-03,Steve Cohen,Democrat,TN,Congressman Cohen Says Immigration Enforcement is Killing Americans,https://cohen.house.gov/media-center/press-releases/congressman-cohen-says-immigration-enforcement-killing-americans,congress_press/2026-02.jsonl,171
2026-Q1,2026-02-04,Richard J. Durbin,Democrat,IL,Durbin Calls Out The Rampant Fraud Perpetrated By The Trump Administration,https://www.durbin.senate.gov/newsroom/press-releases/durbin-calls-out-the-rampant-fraud-perpetrated-by-the-trump-administration,congress_press/2026-02.jsonl,628
2026-Q1,2026-02-10,John Fetterman,Democrat,PA,Fetterman Secures Nearly $300 Million in Federal Funds for Pennsylvania Projects,https://www.fetterman.senate.gov/fetterman-secures-nearly-300-million-in-federal-funds-for-pennsylvania-projects/,congress_press/2026-02.jsonl,1390
2026-Q1,2026-02-10,Alex Padilla,Democrat,CA,WATCH: Padilla Slams Republicans’ False Narratives to Demonize Immigrants,https://www.padilla.senate.gov/newsroom/press-releases/watch-padilla-slams-republicans-false-narratives-to-demonize-immigrants/,congress_press/2026-02.jsonl,1418
2026-Q1,2026-02-11,Dave Min,Democrat,CA,WATCH: Rep. Min on CNN: “This All Reeks of a Cover-up Right Now and We Need to Release the Entire Epstein Files.”,https://min.house.gov/media/press-releases/watch-rep-min-cnn-all-reeks-cover-right-now-and-we-need-release-entire-epstein,congress_press/2026-02.jsonl,1589
2026-Q1,2026-02-12,Joe Neguse,Democrat,CO,Congressman Neguse to Attorney General Pam Bondi: “What is happening at the Department of Justice is a disgrace.”,https://neguse.house.gov/media/press-releases/congressman-neguse-attorney-general-pam-bondi-what-happening-department,congress_press/2026-02.jsonl,1833
2026-Q1,2026-02-13,Richard Blumenthal,Democrat,CT,ICYMI Video: Blumenthal Presses Trump ICE Chief on Secret ICE Policy Authorizing Federal Agents to Enter Homes Without a Judicial Warrant,https://www.blumenthal.senate.gov/newsroom/press/release/icymi-video-blumenthal-presses-trump-ice-chief-on-secret-ice-policy-authorizing-federal-agents-to-enter-homes-without-a-judicial-warrant,congress_press/2026-02.jsonl,2104
2026-Q1,2026-02-14,Delia C. Ramirez,Democrat,IL,"Ramirez, Velázquez Introduce Resolution Calling for an End to the Monroe Doctrine",https://ramirez.house.gov/media/press-releases/ramirez-velazquez-introduce-resolution-calling-end-monroe-doctrine,congress_press/2026-02.jsonl,2188
2026-Q1,2026-02-16,"Johnny Olszewski, Jr.",Democrat,MD,Olszewski Announces Bacon’s Support for Presidential Pardon Reform,https://olszewski.house.gov/media/press-releases/olszewski-announces-bacons-support-presidential-pardon-reform,congress_press/2026-02.jsonl,2214
2026-Q1,2026-02-18,Steve Cohen,Democrat,TN,Congressman Cohen Will Not Attend Trump State of the Union,https://cohen.house.gov/media-center/press-releases/congressman-cohen-will-not-attend-trump-state-union,congress_press/2026-02.jsonl,2354
2026-Q1,2026-02-24,Richard Blumenthal,Democrat,CT,Blumenthal Opens Inquiry After New Reporting Reveals Binance Allowed $1.7 Billion in Money Laundering to Iran Proxies & Russia's Shadow Flee,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-opens-inquiry-after-new-reporting-reveals-binance-allowed-17-billion-in-money-laundering-to-iran-proxies-and-russias-shadow-fleet,congress_press/2026-02.jsonl,3213
2026-Q1,2026-02-24,Cynthia M. Lummis,Republican,WY,Lummis Welcomes Trump-Pardoned Wyoming Mechanic Troy Lake as State of the Union Guest,https://www.lummis.senate.gov/press-releases/lummis-welcomes-trump-pardoned-wyoming-mechanic-troy-lake-as-state-of-the-union-guest/,congress_press/2026-02.jsonl,3267
2026-Q1,2026-02-24,Patty Murray,Democrat,WA,"Ahead of SOTU, Senator Murray Delivers Address to Washington state, Outlines How Trump Has Failed Working Americans by Driving Up Costs and ",https://www.murray.senate.gov/ahead-of-sotu-senator-murray-delivers-address-to-washington-state-outlines-how-trump-has-failed-working-americans-by-driving-up-costs-and-creating-chaos/,congress_press/2026-02.jsonl,3276
2026-Q1,2026-02-25,Julia Brownley,Democrat,CA,Brownley Responds to Trump’s Blatant Falsehoods and Failed Economic Agenda in State of the Union Address,https://juliabrownley.house.gov/brownley-responds-to-trumps-blatant-falsehoods-and-failed-economic-agenda-in-state-of-the-union-address/,congress_press/2026-02.jsonl,3340
2026-Q1,2026-02-25,Deborah K. Ross,Democrat,NC,"Ross, Raskin, and Morelle Introduce Bill to Ban Taxpayer Payouts for January 6 Rioters",https://ross.house.gov/2026/2/ross-raskin-and-morelle-introduce-bill-to-ban-taxpayer-payouts-for-january-6-rioters,congress_press/2026-02.jsonl,3379
2026-Q1,2026-02-25,Scott H. Peters,Democrat,CA,Rep. Peters Slams President Trump’s Out-of-Touch State of the Union Address,https://scottpeters.house.gov/press-releases/rep-peters-slams-president-trump-s-out-of-touch-state-of-the-union-address,congress_press/2026-02.jsonl,3382
2026-Q1,2026-02-25,Richard J. Durbin,Democrat,IL,Durbin Delivers Opening Statement During Senate Judiciary Committee Hearing On Nominee To Be Assistant Attorney General For Newly Establishe,https://www.durbin.senate.gov/newsroom/press-releases/durbin-delivers-opening-statement-during-senate-judiciary-committee-hearing-on-nominee-to-be-assistant-attorney-general-for-newly-established-national-fraud-enforcement-division-at-doj,congress_press/2026-02.jsonl,3424
2026-Q1,2026-02-25,Richard J. Durbin,Democrat,IL,DURBIN QUESTIONS NOMINEE TO BE ASSISTANT ATTORNEY GENERAL FOR NEWLY ESTABLISHED NATIONAL FRAUD ENFORCEMENT DIVISION AT DOJ DURING SENATE JUD,https://www.durbin.senate.gov/newsroom/press-releases/durbin-questions-nominee-to-be-assistant-attorney-general-for-newly-established-national-fraud-enforcement-division-at-doj-during-senate-judiciary-committee-hearing,congress_press/2026-02.jsonl,3428
2026-Q1,2026-02-27,Ruben Gallego,Democrat,AZ,"Gallego, Banking Committee Democrats Press Bondi and Bessent to Investigate Binance Following Reports of Flouting Sanctions, US Law",https://www.gallego.senate.gov/news/press-releases/gallego-banking-committee-democrats-press-bondi-and-bessent-to-investigate-binance-following-reports-of-flouting-sanctions-us-law/,congress_press/2026-02.jsonl,3762
2026-Q1,2026-02-27,Tim Kaine,Democrat,VA,"Kaine, Cortez Masto to Force Senate Vote Demanding Transparency into Human Rights Violations by Former President of Honduras",https://www.kaine.senate.gov/press-releases/kaine-cortez-masto-to-force-senate-vote-demanding-transparency-into-human-rights-violations-by-former-president-of-honduras,congress_press/2026-02.jsonl,3774
2026-Q1,2026-02-27,Jack Reed,Democrat,RI,Reed & Kim Demand Public Disclosure of World Liberty Financials’ Beneficial Owners,https://www.reed.senate.gov/news/releases/reed-and-kim-demand-public-disclosure-of-world-liberty-financials-beneficial-owners,congress_press/2026-02.jsonl,3790
2026-Q1,2026-02-27,Chris Van Hollen,Democrat,MD,"Van Hollen, Banking Committee Democrats Press Bondi and Bessent to Investigate Binance Following Reports of Flouting Sanctions, US Law",https://www.vanhollen.senate.gov/news/press-releases/van-hollen-banking-committee-democrats-press-bondi-and-bessent-to-investigate-binance-following-reports-of-flouting-sanctions-us-law,congress_press/2026-02.jsonl,3801
2026-Q1,2026-02-27,Mark R. Warner,Democrat,VA,"Warner, Banking Committee Democrats Press Bondi and Bessent to Investigate Binance Following Reports of Flouting Sanctions, US Law",https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=D9AF0BAC-B19C-4FF4-81FA-85241E36752F,congress_press/2026-02.jsonl,3805
2026-Q1,2026-03-06,Jason Crow,Democrat,CO,Crow on Possible Clemency for Tina Peters,https://crow.house.gov/media/press-releases/crow-on-possible-clemency-for-tina-peters,congress_press/2026-03.jsonl,811
2026-Q1,2026-03-10,Terri A. Sewell,Democrat,AL,"Rep. Sewell Statement on the Commutation of Charles ""Sonny"" Burton's Death Sentence",https://sewell.house.gov/2026/3/rep-sewell-statement-on-the-commutation-of-charles-sonny-burton-s-death-sentence,congress_press/2026-03.jsonl,1131
2026-Q1,2026-03-12,Richard J. Durbin,Democrat,IL,Durbin Slams Trump Admin For Nominating January 6 Apologists To Judicial U.S. Attorney Positions,https://www.durbin.senate.gov/newsroom/press-releases/durbin-slams-trump-admin-for-nominating-january-6-apologists-to-judicial-us-attorney-positions,congress_press/2026-03.jsonl,1493
2026-Q1,2026-03-13,Richard Blumenthal,Democrat,CT,Senator Blumenthal: Week in Review 3/6/2026-3/13/2026,https://www.blumenthal.senate.gov/newsroom/press/release/senator-blumenthal-week-in-review-3/6/2026-3/13/2026,congress_press/2026-03.jsonl,1655
2026-Q1,2026-03-19,Richard J. Durbin,Democrat,IL,Durbin Introduces No Bailout For Crypto Act,https://www.durbin.senate.gov/newsroom/press-releases/durbin-introduces-no-bailout-for-crypto-act,congress_press/2026-03.jsonl,2264
2026-Q1,2026-03-19,Richard J. Durbin,Democrat,IL,Durbin Slams The Trump Administration’s Extreme MAGA Nominees Who Will Help President Trump Further Weaponize The Justice System,https://www.durbin.senate.gov/newsroom/press-releases/durbin-slams-the-trump-administrations-extreme-maga-nominees-who-will-help-president-trump-further-weaponize-the-justice-system,congress_press/2026-03.jsonl,2267
2026-Q1,2026-03-19,Jacky Rosen,Democrat,NV,"After Commerce Secretary Misled Public About Relationship with Epstein, Rosen Calls on Lutnick to Release His Flight Logs",https://www.rosen.senate.gov/2026/03/19/after-commerce-secretary-misled-public-about-relationship-with-epstein-rosen-calls-on-lutnick-to-release-his-flight-logs/,congress_press/2026-03.jsonl,2312
2026-Q1,2026-03-20,Sheldon Whitehouse,Democrat,RI,Whitehouse Calls on Bondi to Preserve Documents as DOJ Seeks to Interfere with State Bar Ethics Processes,https://www.whitehouse.senate.gov/news/release/whitehouse-calls-on-bondi-to-preserve-documents-as-doj-seeks-to-interfere-with-state-bar-ethics-processes/,congress_press/2026-03.jsonl,2479
2026-Q1,2026-03-21,Jack Reed,Democrat,RI,"As Trump Tries to Take Over U.S. Elections, Reed Delivers Speech Opposing Anti-Voter SAVE Act",https://www.reed.senate.gov/news/releases/as-trump-tries-to-take-over-us-elections-reed-delivers-speech-opposing-anti-voter-save-act,congress_press/2026-03.jsonl,2492
2026-Q1,2026-03-24,Richard J. Durbin,Democrat,IL,Durbin Statement On Colin McDonald Confirmation To Be Assistant Attorney General Targeting ‘Fraud’,https://www.durbin.senate.gov/newsroom/press-releases/durbin-statement-on-colin-mcdonald-confirmation-to-be-assistant-attorney-general-targeting-fraud,congress_press/2026-03.jsonl,2716
2026-Q1,2026-03-25,Hakeem S. Jeffries,Democrat,NY,VIDEO AND TRANSCRIPT: LEADER JEFFRIES REMARKS AT JANUARY 6 PLAQUE COMMEMORATION,https://jeffries.house.gov/2026/03/25/video-and-transcript-leader-jeffries-remarks-at-january-6-plaque-commemoration/,congress_press/2026-03.jsonl,2807
2026-Q1,2026-03-27,Kirsten E. Gillibrand,Democrat,NY,"Gillibrand, Schumer, Wyden, Duckworth, Colleagues Press Trump Administration Over Threats To Cut Medicaid Funding To New York State",https://www.gillibrand.senate.gov/news/press/release/gillibrand-schumer-wyden-duckworth-colleagues-press-trump-administration-over-threats-to-cut-medicaid-funding-to-new-york-state/,congress_press/2026-03.jsonl,3289
